ID;IBLOCK_SECTION_ID;NAME_RU;NAME_EN;DESC_RU;DESC_EN;CODE;ARTICLE;MANUFACTURER;JSON(GALLERY);COLOR;XML_ID
36070;157;Ремень Vintage Suede Dark Brown;Anderson's  Vintage Suede Dark Brown belt;<p>Правильный ремень – важная составляющая любого образа. Мы выбираем марку Anderson’s за приятный лаконичный дизайн и отменное качество. Можете быть уверены, такой ремень – это удачный выбор на долгое время.</p>;;A.1951.PL11M2.AF3454.14;A.1951.PL11M2.AF3454.14;anderson;["\/upload\/photo\/A.1951.PL11M2.AF3454.14\/01.jpg","\/upload\/photo\/A.1951.PL11M2.AF3454.14\/02.jpg","\/upload\/photo\/A.1951.PL11M2.AF3454.14\/03.jpg","\/upload\/photo\/A.1951.PL11M2.AF3454.14\/04.jpg","\/upload\/photo\/A.1951.PL11M2.AF3454.14\/05.jpg","\/upload\/photo\/A.1951.PL11M2.AF3454.14\/06.jpg","\/upload\/photo\/A.1951.PL11M2.AF3454.14\/07.jpg"];Коричневый;Коричневый;c4ea300a-8b6f-11e2-8c3a-0022b0529e45
133418;82;;Norse Projects Villads Twill  Blue shirt;<p>Norse Projects – молодая датская марка, создающая практичную и функциональную мужскую одежду в сдержанном скандинавском стиле. Рубашка из плотного твила. Прямой силуэт и два нагрудных кармана.</p><br>;;N40-0192.7100;N40-0192.7100;norse;["\/upload\/photo\/N40-0192.7100\/01.jpg","\/upload\/photo\/N40-0192.7100\/02.jpg","\/upload\/photo\/N40-0192.7100\/03.jpg","\/upload\/photo\/N40-0192.7100\/04.jpg","\/upload\/photo\/N40-0192.7100\/05.jpg"];Синий;Синий;b09413ab-6a61-11e4-835f-2c768a5427a7
52473;161;;Folk Panel Charcoal/Ecru Short;<p>Шорты из loopback джерси – мягкого, традиционно спортивного материала – с вставками из обычного хлопка по бокам. Необычная узнаваемая расцветка в духе Folk. Очень универсальны: хорошо смотрятся как на прогулке в городе, так и во время тренировки или пробежки.</p><br>;<p>These shorts are made from loopback jersey, a soft material traditionally<br><br>used for sportswear, with plain cotton insets on the side. The item features a<br><br>quirky yet recognisable, essentially Folk­style pattern. Multi­purpose use: the<br><br>shorts are fit for city walks as well as for training and running.</p>;F2346J.CHA;F2346J.CHA;folk;["\/upload\/photo\/F2346J.CHA\/01.jpg","\/upload\/photo\/F2346J.CHA\/02.jpg","\/upload\/photo\/F2346J.CHA\/03.jpg","\/upload\/photo\/F2346J.CHA\/04.jpg","\/upload\/photo\/F2346J.CHA\/05.jpg","\/upload\/photo\/F2346J.CHA\/06.jpg","\/upload\/photo\/F2346J.CHA\/07.jpg","\/upload\/photo\/F2346J.CHA\/08.jpg"];Серый;Серый;ebff1c90-a9cc-11e3-9ca6-2c768a5427a7
137773;96;;Reebok Classic Leather White women’s trainers;<p>Классическая и наиболее популярная модель Reebok в безупречном полностью белом исполнении. Впервые выпущена в 1987 году и с тех пор практически не менялась. Высококачественная натуральная кожа на устойчивой износостойкой подошве. Легко сочетать.</p><br>;<p>This is the most popular classic model by Reebok performed in all­white. The original<br><br>design dates back to 1987 and has seen very few changes ever since. High­quality<br><br>natural leather and durable soles. Easy to combine.</p>;REEBOK.2232;REEBOK.2232;reebok;["\/upload\/photo\/REEBOK.2232\/01.jpg","\/upload\/photo\/REEBOK.2232\/02.jpg","\/upload\/photo\/REEBOK.2232\/03.jpg","\/upload\/photo\/REEBOK.2232\/04.jpg","\/upload\/photo\/REEBOK.2232\/05.jpg","\/upload\/photo\/REEBOK.2232\/06.jpg"];Белый;Белый;f0cb9db7-aded-11e4-b49e-2c768a5427a7
28776;114;Очищающий скраб для лица Facial Scrub;Baxter of California Facial Scrub ;<p>Отшелушивающий скраб для лица. Входящие в состав средства миндальная эссенция, порошок грецкого ореха и экстракт ромашки очищают кожу, обновляя клетки и смягчая грубые участки. Экстракты меда и лаванды тонизируют и оживляют цвет лица. Подходит для любого типа кожи.</p><br><br><p>Нанесите на влажную кожу легкими круговыми движениями. Затем тщательно смойте водой. Для предотвращения врастания волосков после бритья, а также для эффективного поднятие щетины перед бритьем смешайте небольшое количество скраба с гелем для умывания. Рекомендуем использовать 1-2 раза в неделю.</p><br> <br>;;BXTRSKNCRFACIALSCRUB;BXTRSKNCRFACIALSCRUB;baxter_of_california;["\/upload\/photo\/BXTRSKNCRFACIALSCRUB\/01.jpg","\/upload\/photo\/BXTRSKNCRFACIALSCRUB\/02.jpg"];;;9e1066b3-8b6f-11e2-8c3a-0022b0529e45
134271;90;;C.P. Company Maglia Girocollo M92 sweater;;;14WCPUM01100-003263.M92;14WCPUM01100-003263.M92;cp_company;["\/upload\/photo\/14WCPUM01100-003263.M92\/01.jpg","\/upload\/photo\/14WCPUM01100-003263.M92\/02.jpg","\/upload\/photo\/14WCPUM01100-003263.M92\/03.jpg","\/upload\/photo\/14WCPUM01100-003263.M92\/04.jpg"];;;58b9a649-7004-11e4-835f-2c768a5427a7
126770;123;;Aspesi Mod. Beige men’s wo coat;<p>Одежда итальянского бренда Aspesi – это настоящий smart chic, в котором сдержанная элегантность сочетается с удобством и отличным качеством исполнения. Пальто из премиальной шерсти альпака, очень мягкого и хорошо сохраняющего тепло материала. Прямой крой и эргономичное строение рукава. Made in Italy.</p><br>;;0732_B790.50082;0732_B790.50082;aspesi;["\/upload\/photo\/0732_B790.50082\/01.jpg","\/upload\/photo\/0732_B790.50082\/02.jpg","\/upload\/photo\/0732_B790.50082\/03.jpg","\/upload\/photo\/0732_B790.50082\/04.jpg","\/upload\/photo\/0732_B790.50082\/05.jpg","\/upload\/photo\/0732_B790.50082\/06.jpg","\/upload\/photo\/0732_B790.50082\/07.jpg","\/upload\/photo\/0732_B790.50082\/08.jpg","\/upload\/photo\/0732_B790.50082\/09.jpg","\/upload\/photo\/0732_B790.50082\/10.jpg"];Бежевый;Бежевый;d1537e85-44a9-11e4-8b00-2c768a5427a7
127658;94;;Maharishi Mandala Tech Parka Dark Navy jacket;<p>Куртка из экологически чистого вощеного хлопка, обладающего водоотталкивающими и ветрозащитными свойствами. Капюшон утеплен мехом койота, а с внутренней стороны подбит мягкой, приятной на ощупь тканью. Удлиненный воротник. С внутренней стороны есть петля, в которой можно закрепить наушники. Удобные внешние и внутренние карманы. Выполнена на основе милитари-силуэта. Хорошо подойдет для поздней осени и теплой зимы.</p><br>;<p>This parka is made of organic waxed cotton that resists water and wind. The hood is insulated with coyote fur and is lined with soft-to-feel fabric. Extra-tall collar. Headphones loop on the inside. Convenient pockets inside and outside. Based on a military silhouette. Perfect for late autumn or mild winter.</p>;8815.DKNAVY;8815.DKNAVY;maharishi;["\/upload\/photo\/8815.DKNAVY\/01.jpg","\/upload\/photo\/8815.DKNAVY\/02.jpg","\/upload\/photo\/8815.DKNAVY\/03.jpg","\/upload\/photo\/8815.DKNAVY\/04.jpg","\/upload\/photo\/8815.DKNAVY\/05.jpg","\/upload\/photo\/8815.DKNAVY\/06.jpg","\/upload\/photo\/8815.DKNAVY\/07.jpg"];Синий;Синий;1804b612-4edd-11e4-a25a-2c768a5427a7
137976;96;;Reebok x Sixpack Ventilator Athletic Collegiate Navy/White/Yellows trainers;<p>Совместная коллекция Reebok и французского streetwear-бренда Sixpack, посвященная бегу в философском значении. Капсула выполнена в городском спортивном стиле, и немаловажную роль в ней играет классическая беговая эстетика Reebok. </p><br><br><p>Ventilator – классическая беговая модель Reebok, впервые выпущенная в 1990-м году. Свое название модель получила благодаря отличной вентиляции, которая достигается за счет специальных сетчатых панелей по бокам. Кроссовки выполнены из сочетания замши и дышащей сетки mesh. Подошва с технологией Hexalite поглощает удары и обеспечивает хорошее сцепление с поверхностью. Limited Edition.</p><br>;;M49097;M49097;reebok_x_sixpack;["\/upload\/photo\/M49097\/01.jpg","\/upload\/photo\/M49097\/02.jpg","\/upload\/photo\/M49097\/03.jpg","\/upload\/photo\/M49097\/04.jpg","\/upload\/photo\/M49097\/05.jpg","\/upload\/photo\/M49097\/06.jpg","\/upload\/photo\/M49097\/07.jpg"];Синий;Синий;393bae6c-b03d-11e4-b49e-2c768a5427a7
130365;127;;Lacoste Down West Indies/Navy Blue waistcoat;<p>Французский бренд с 1933 года производит качественную одежду в спортивном стиле. Жилет из особо прочного полиамида рипстоп, обработанного водоотталкивающим покрытием. Утеплен натуральным гусиным пухом. Ширина нижней части фиксируется тесемками, дополнительно защищая от ветра и непогоды. Удобные внешние и внутренние карманы. Складывается в специальный мешочек.</p><br>;<p>Lacoste is a French brand founded in 1933, that produces high-quality sportswear. This jacket is made of super-solid polyamide with ripstop weaving, and has a water-resistant coating.  Natural down filling. Lower part is adjusted by drawstrings for better protection from bad weather. Convenient exterior and interior pockets. Folds into a sack.</p>;BH2535N44;BH2535N44;lacoste;["\/upload\/photo\/BH2535N44\/01.jpg","\/upload\/photo\/BH2535N44\/02.jpg","\/upload\/photo\/BH2535N44\/03.jpg","\/upload\/photo\/BH2535N44\/04.jpg","\/upload\/photo\/BH2535N44\/05.jpg","\/upload\/photo\/BH2535N44\/06.jpg","\/upload\/photo\/BH2535N44\/07.jpg","\/upload\/photo\/BH2535N44\/08.jpg","\/upload\/photo\/BH2535N44\/09.jpg","\/upload\/photo\/BH2535N44\/10.jpg","\/upload\/photo\/BH2535N44\/11.jpg","\/upload\/photo\/BH2535N44\/12.jpg","\/upload\/photo\/BH2535N44\/13.jpg"];Синий;Синий;124620b7-5abe-11e4-9d8f-2c768a5427a7
